 type   sat      day     hms     lat     lon     pre   spd   dir   rff    qi
IR     GOES12  20080827  2255    9.23    86.51   162   17.8   76  74.82  0.74
IR     GOES12  20080827  2255    9.42    86.41   162   15.7   78  63.83  0.77
IR     GOES12  20080827  2255    9.23    85.87   162   19.6   83  67.92  0.86
IR     GOES12  20080827  2255    9.01    85.73   150   21.8   82  69.41  0.92
IR     GOES12  20080827  2255    9.32    82.43   187   12.0  114  51.19  0.65
IR     GOES12  20080827  2255    9.36    81.42   162   14.5   92  61.61  0.80
IR     GOES12  20080827  2255    9.24    80.38   225   13.2   78  78.29  0.61
IR     GOES12  20080827  2255    9.28    80.13   187   19.3   79  59.04  0.70
IR     GOES12  20080827  2255    9.35    79.94   287    8.0   67  75.96  0.63
IR     GOES12  20080827  2255    9.31    78.91   175   13.5   82  57.59  0.55
IR     GOES12  20080827  2255    9.05    76.75   150   21.9   83  65.86  0.94
IR     GOES12  20080827  2255    9.05    76.32   137   25.7   77  49.78  0.91
IR     GOES12  20080827  2255    9.17    61.32   150   11.5    5  58.76  0.72
IR     GOES12  20080827  2255    9.11    59.30   337    5.5   50  71.41  0.78
IR     GOES12  20080827  2255    9.15    59.12   337    4.8   36  72.36  0.69
IR     GOES12  20080827  2255    8.65    88.88   212   14.3   48  56.81  0.82
IR     GOES12  20080827  2255    8.69    88.48   237   13.2   61  73.72  0.88
IR     GOES12  20080827  2255    8.60    86.85   212    9.5   85  63.48  0.66
IR     GOES12  20080827  2255    8.68    86.53   212    8.5   76  67.67  0.99
IR     GOES12  20080827  2255    8.71    86.23   137   28.4   76  49.37  0.89
IR     GOES12  20080827  2255    8.71    86.19   150   23.9   78  69.68  0.79
IR     GOES12  20080827  2255    8.71    85.87   150   20.4   75  66.37  0.81
IR     GOES12  20080827  2255    8.63    85.31   200    4.0   66  49.93  0.52
IR     GOES12  20080827  2255    8.52    84.71   150   21.8   72  69.61  1.00
IR     GOES12  20080827  2255    8.48    84.56   150   21.9   75  79.52  0.97
IR     GOES12  20080827  2255    8.48    84.26   137   16.1   75  51.09  0.55
IR     GOES12  20080827  2255    8.77    82.99   137   20.4   71  61.21  0.72
IR     GOES12  20080827  2255    8.44    82.75   137   16.5   64  58.92  0.65
IR     GOES12  20080827  2255    8.79    76.29   137   27.9   77  45.30  0.92
IR     GOES12  20080827  2255    8.77    60.33   150    8.1    6  79.82  0.80
IR     GOES12  20080827  2255    8.78    59.29   337    6.3   38  81.23  0.99
IR     GOES12  20080827  2255    8.89    59.13   337    6.2   39  82.15  1.00
IR     GOES12  20080827  2255    8.05    86.86   287   12.7   69  71.30  0.98
IR     GOES12  20080827  2255    8.26    85.55   175   11.3   84  53.53  0.72
IR     GOES12  20080827  2255    8.26    85.42   187   11.1   83  65.82  0.62
IR     GOES12  20080827  2255    8.26    84.72   162   21.0   72  67.91  0.97
IR     GOES12  20080827  2255    8.26    84.46   150   22.6   77  75.23  0.75
IR     GOES12  20080827  2255    8.18    82.17   162   14.1   63  56.82  0.71
IR     GOES12  20080827  2255    7.99    81.87   137   21.5   58  55.88  0.69
IR     GOES12  20080827  2255    8.17    80.07   137   23.2   69  60.22  0.76
IR     GOES12  20080827  2255    7.91    79.40   137   19.0   72  62.67  0.84
IR     GOES12  20080827  2255    8.24    77.19   150   24.8   84  54.73  0.87
IR     GOES12  20080827  2255    8.24    76.65   137   19.4   78  66.91  0.94
IR     GOES12  20080827  2255    7.39    87.78   775    3.2  162  79.90  0.66
IR     GOES12  20080827  2255    7.39    87.74   775    3.4  146  81.93  0.89
IR     GOES12  20080827  2255    7.72    86.91   187   13.6   66  69.25  0.84
IR     GOES12  20080827  2255    7.79    86.39   262    9.3   79  62.43  0.98
IR     GOES12  20080827  2255    7.68    85.94   237   11.7   82  71.72  0.88
IR     GOES12  20080827  2255    7.56    85.66   262   11.1   85  72.19  0.68
IR     GOES12  20080827  2255    7.33    83.21   150   24.4   90  46.50  0.67
IR     GOES12  20080827  2255    7.69    79.52   175   14.0   79  60.08  0.91
IR     GOES12  20080827  2255    7.69    79.50   175   13.9   80  59.57  0.91
IR     GOES12  20080827  2255    6.80    88.80   250   14.2   70  81.30  0.96
IR     GOES12  20080827  2255    7.19    84.69   162   27.7   81  51.87  0.62
IR     GOES12  20080827  2255    7.15    84.20   175   16.9   80  70.16  0.62
IR     GOES12  20080827  2255    6.77    79.18   150   24.4   73  67.97  0.92
IR     GOES12  20080827  2255    6.81    79.07   150   25.5   74  61.47  0.85
IR     GOES12  20080827  2255    7.10    78.53   175   16.8   77  74.04  0.90
IR     GOES12  20080827  2255    6.85    78.18   175   16.9   82  75.18  0.95
IR     GOES12  20080827  2255    6.62    88.93   250   14.1   71  77.64  0.99
IR     GOES12  20080827  2255    6.62    88.84   237   13.6   73  71.10  0.83
IR     GOES12  20080827  2255    6.27    83.76   287    6.3   97  67.94  0.79
IR     GOES12  20080827  2255    6.27    83.67   287    6.3  100  67.05  0.79
IR     GOES12  20080827  2255    6.23    82.96   287   11.3   88  61.72  0.92
IR     GOES12  20080827  2255    6.38    82.58   237   12.0   91  72.24  0.96
IR     GOES12  20080827  2255    6.30    80.74   137   30.3   62  48.47  0.97
IR     GOES12  20080827  2255    6.48    80.47   137   29.3   70  50.55  0.99
IR     GOES12  20080827  2255    6.59    80.05   150   28.3   68  55.72  0.97
IR     GOES12  20080827  2255    6.59    79.57   137   26.8   73  56.16  0.88
IR     GOES12  20080827  2255    6.59    79.15   150   25.0   74  65.61  0.97
IR     GOES12  20080827  2255    6.37    78.65   175   18.1   85  66.87  0.87
IR     GOES12  20080827  2255    6.63    78.22   175   11.5   84  50.43  0.58
IR     GOES12  20080827  2255    6.33    77.92   175   17.1   79  74.47  0.77
IR     GOES12  20080827  2255    6.26    77.03   175   15.8   84  65.73  0.89
IR     GOES12  20080827  2255    5.70    88.03   275   13.6   73  74.32  0.90
IR     GOES12  20080827  2255    5.77    87.97   262   13.8   71  79.81  0.98
IR     GOES12  20080827  2255    5.95    86.77   450   10.7   97  80.31  0.56
IR     GOES12  20080827  2255    6.02    86.07   300    9.6   74  82.04  0.73
IR     GOES12  20080827  2255    6.01    83.67   287    6.4  102  65.97  0.72
IR     GOES12  20080827  2255    5.68    82.78   287    9.7   92  73.55  0.99
IR     GOES12  20080827  2255    5.75    82.53   275   11.2  108  63.94  0.74
IR     GOES12  20080827  2255    5.71    79.79   200   17.6   79  69.77  0.99
IR     GOES12  20080827  2255    5.71    79.67   200   19.7   81  70.85  0.92
IR     GOES12  20080827  2255    5.75    79.00   225   20.4   88  56.93  0.95
IR     GOES12  20080827  2255    6.04    78.48   175   20.7   83  68.89  0.96
IR     GOES12  20080827  2255    5.93    77.94   162   19.1   82  69.77  0.94
IR     GOES12  20080827  2255    5.52    88.85   225   16.7   66  70.30  0.94
IR     GOES12  20080827  2255    5.59    88.57   225   15.4   72  79.46  0.98
IR     GOES12  20080827  2255    5.52    88.48   225   15.4   72  80.08  0.97
IR     GOES12  20080827  2255    5.55    88.07   225   13.9   73  75.33  0.96
IR     GOES12  20080827  2255    5.29    85.77   187   15.3   70  60.07  1.00
IR     GOES12  20080827  2255    5.40    85.45   225    7.6   80  56.38  1.00
IR     GOES12  20080827  2255    5.46    83.01   237   13.8   83  71.93  0.51
IR     GOES12  20080827  2255    5.46    82.56   275   11.3  103  69.54  0.85
IR     GOES12  20080827  2255    5.49    79.85   162   18.2   80  52.34  0.94
IR     GOES12  20080827  2255    5.27    79.52   162   20.2   85  55.32  0.95
IR     GOES12  20080827  2255    5.27    79.33   200   19.2   83  77.32  0.99
IR     GOES12  20080827  2255    5.16    78.93   225   15.9   81  65.72  0.97
IR     GOES12  20080827  2255    5.20    78.75   200   15.5   78  57.42  0.99
IR     GOES12  20080827  2255    5.20    78.25   150   22.9   80  71.44  0.90
IR     GOES12  20080827  2255    5.31    77.65   162   17.9   77  64.87  0.98
IR     GOES12  20080827  2255    5.38    77.46   162   18.2   78  68.79  0.93
IR     GOES12  20080827  2255    5.24    77.21   150   23.4   81  61.09  0.86
IR     GOES12  20080827  2255    4.74    86.31   175   27.2   75  58.04  0.97
IR     GOES12  20080827  2255    4.63    85.80   162   29.6   77  63.01  0.98
IR     GOES12  20080827  2255    4.95    84.51   200   10.9   84  57.36  0.78
IR     GOES12  20080827  2255    4.62    82.26   350    8.6   76  81.16  0.95
IR     GOES12  20080827  2255    4.73    80.72   350    7.0  108  66.31  0.62
IR     GOES12  20080827  2255    4.91    79.18   225   17.0   81  68.18  1.00
IR     GOES12  20080827  2255    4.73    78.68   212   23.1   81  59.95  0.89
IR     GOES12  20080827  2255    4.73    78.66   200   24.0   79  60.07  0.77
IR     GOES12  20080827  2255    4.69    78.08   162   19.6   80  69.07  0.94
IR     GOES12  20080827  2255    4.54    77.02   187   11.2   81  48.51  0.58
IR     GOES12  20080827  2255    4.05    85.92   831    8.1   83  76.77  0.60
IR     GOES12  20080827  2255    4.14    78.49   200   25.6   74  56.02  0.71
IR     GOES12  20080827  2255    4.14    78.47   200   24.8   72  56.34  0.71
IR     GOES12  20080827  2255    4.18    78.16   187   16.4   73  52.75  0.74
IR     GOES12  20080827  2255    4.25    77.46   162   20.9   79  75.08  0.93
IR     GOES12  20080827  2255   33.81    77.25   237    8.7  190  71.18  0.78
IR     GOES12  20080827  2255   33.80    75.77   287    6.2  239  66.79  0.66
IR     GOES12  20080827  2255   33.95    75.28   262    3.9  274  69.20  0.61
IR     GOES12  20080827  2255   33.56    73.62   287    4.8  289  76.85  0.66
IR     GOES12  20080827  2255   33.52    71.63   237   11.8  303  82.73  0.96
IR     GOES12  20080827  2255   33.78    69.61   262   20.0  318  73.98  0.74
IR     GOES12  20080827  2255   33.84    68.29   175   25.6  317  72.91  0.98
IR     GOES12  20080827  2255   33.94    68.23   162   25.1  314  74.01  0.97
IR     GOES12  20080827  2255   33.80    67.60   237   31.8  309  52.98  0.97
IR     GOES12  20080827  2255   33.71    67.09   250   27.0  313  79.00  0.72
IR     GOES12  20080827  2255   33.77    66.51   200   34.3  319  67.64  0.87
IR     GOES12  20080827  2255   33.81    64.15   887    8.1  298  83.03  0.79
IR     GOES12  20080827  2255   33.87    63.78   868    8.9  287  77.62  0.76
IR     GOES12  20080827  2255   33.79    60.79   250   12.3  267  47.05  0.93
IR     GOES12  20080827  2255   32.76    78.13   212    8.8  211  72.79  0.78
IR     GOES12  20080827  2255   33.38    77.49   237    6.7  194  77.38  0.75
IR     GOES12  20080827  2255   33.13    76.09   275    7.1  292  54.51  0.67
IR     GOES12  20080827  2255   33.08    74.52   287    4.6  280  72.55  0.63
IR     GOES12  20080827  2255   33.08    74.19   337    7.6  266  73.88  0.59
IR     GOES12  20080827  2255   32.90    72.87   337    9.4  272  63.71  0.82
IR     GOES12  20080827  2255   33.14    72.18   350   10.9  302  57.27  0.67
IR     GOES12  20080827  2255   33.28    71.49   250   13.0  298  65.35  0.97
IR     GOES12  20080827  2255   33.09    71.34   237   11.2  302  72.94  0.98
IR     GOES12  20080827  2255   32.77    69.94   362    6.9  336  66.45  0.66
IR     GOES12  20080827  2255   33.01    69.59   337   10.0  318  65.57  0.94
IR     GOES12  20080827  2255   33.07    68.95   400    7.3  329  74.22  0.62
IR     GOES12  20080827  2255   33.02    68.78   387    8.0  326  73.09  0.65
IR     GOES12  20080827  2255   33.37    67.25   250   25.5  310  71.39  0.67
IR     GOES12  20080827  2255   33.33    67.16   250   25.7  311  74.65  0.74
IR     GOES12  20080827  2255   33.29    66.67   275   26.0  312  69.72  0.86
IR     GOES12  20080827  2255   32.97    62.87   287   13.7  271  53.68  0.79
IR     GOES12  20080827  2255   33.18    62.13   287   13.0  264  50.11  0.91
IR     GOES12  20080827  2255   33.29    61.55   275   15.0  272  57.48  0.76
IR     GOES12  20080827  2255   33.20    61.06   250   22.1  275  61.54  0.76
IR     GOES12  20080827  2255   33.21    60.98   262   21.3  276  62.51  0.79
IR     GOES12  20080827  2255   33.46    60.37   212   17.6  270  60.92  0.81
IR     GOES12  20080827  2255   32.63    79.92   237   14.5  219  59.05  0.73
IR     GOES12  20080827  2255   32.34    79.55   200   11.3  243  73.19  0.71
IR     GOES12  20080827  2255   32.33    78.01   200    8.2  200  57.78  0.87
IR     GOES12  20080827  2255   32.05    77.90   225    8.0  210  58.94  0.92
IR     GOES12  20080827  2255   32.23    76.83   287    7.0  296  61.27  0.72
IR     GOES12  20080827  2255   32.57    72.05   350    8.3  273  64.28  0.66
IR     GOES12  20080827  2255   32.57    71.95   362    5.5  291  72.30  0.57
IR     GOES12  20080827  2255   32.49    69.55   362   11.8  320  60.92  0.82
IR     GOES12  20080827  2255   32.40    69.26   362   10.3  331  72.59  0.77
IR     GOES12  20080827  2255   32.40    69.16   362   10.3  332  72.98  0.77
IR     GOES12  20080827  2255   32.56    67.57   262   23.4  325  57.34  0.72
IR     GOES12  20080827  2255   32.14    67.30   337    9.8  320  61.59  0.62
IR     GOES12  20080827  2255   32.62    66.54   337   15.1  310  74.29  0.76
IR     GOES12  20080827  2255   32.62    66.49   337   14.1  315  73.13  0.86
IR     GOES12  20080827  2255   32.25    66.04   275   19.3  308  72.50  0.78
IR     GOES12  20080827  2255   32.13    64.75   387    8.7  277  67.56  0.67
IR     GOES12  20080827  2255   32.28    64.30   275   11.5  282  48.44  0.61
IR     GOES12  20080827  2255   32.35    63.10   312    9.3  281  53.46  0.81
IR     GOES12  20080827  2255   32.31    63.00   312    9.2  277  53.24  0.80
IR     GOES12  20080827  2255   32.27    62.59   212   21.6  283  62.20  0.82
IR     GOES12  20080827  2255   32.65    62.22   212   20.8  286  76.63  0.72
IR     GOES12  20080827  2255   32.53    61.48   300   16.3  281  69.20  0.75
IR     GOES12  20080827  2255   32.67    61.37   300   17.9  279  65.34  0.75
IR     GOES12  20080827  2255   32.68    61.00   375   15.5  268  74.97  0.81
IR     GOES12  20080827  2255   32.45    60.65   362   12.1  273  68.84  0.66
IR     GOES12  20080827  2255   31.98    80.91   237   11.1  238  55.95  0.53
IR     GOES12  20080827  2255   31.42    80.45   250   12.9  248  74.99  0.82
IR     GOES12  20080827  2255   31.41    80.17   237   12.3  256  65.26  0.92
IR     GOES12  20080827  2255   31.36    79.72   225   12.3  247  68.95  0.70
IR     GOES12  20080827  2255   31.55    79.45   200   11.5  255  69.43  0.84
IR     GOES12  20080827  2255   31.73    79.04   175   11.2  264  70.77  0.92
IR     GOES12  20080827  2255   31.58    78.08   287    3.7  264  68.81  0.92
IR     GOES12  20080827  2255   31.77    76.97   275    5.7  280  62.84  0.69
IR     GOES12  20080827  2255   31.53    75.07   375    3.8  292  78.87  0.76
IR     GOES12  20080827  2255   31.39    74.73   300    7.5  285  56.57  0.56
IR     GOES12  20080827  2255   31.51    69.42   175   15.2  332  61.81  0.77
IR     GOES12  20080827  2255   31.65    68.91   212   12.5  351  60.78  0.74
IR     GOES12  20080827  2255   31.66    68.81   225   12.8  352  58.13  0.74
IR     GOES12  20080827  2255   31.85    68.24   275   13.9  358  48.22  0.78
IR     GOES12  20080827  2255   31.90    67.40   337    7.9  342  53.60  0.68
IR     GOES12  20080827  2255   31.54    66.58   756    8.1  310  79.80  0.61
IR     GOES12  20080827  2255   31.54    66.55   775    8.1  310  83.62  0.62
IR     GOES12  20080827  2255   31.62    64.41   237   18.9  297  61.48  0.81
IR     GOES12  20080827  2255   31.77    64.19   250   19.2  294  61.76  0.86
IR     GOES12  20080827  2255   31.87    63.61   337   12.0  287  74.56  0.61
IR     GOES12  20080827  2255   31.93    62.98   300   11.3  290  67.93  0.67
IR     GOES12  20080827  2255   31.99    62.51   212   23.2  279  51.13  0.77
IR     GOES12  20080827  2255   31.82    61.45   300    9.9  268  59.04  0.87
IR     GOES12  20080827  2255   31.88    61.02   300   11.5  268  65.53  0.84
IR     GOES12  20080827  2255   31.19    80.63   225   13.7  246  76.49  0.71
IR     GOES12  20080827  2255   31.09    79.98   275   11.5  253  73.36  0.92
IR     GOES12  20080827  2255   31.09    79.93   275   11.1  251  77.88  0.96
IR     GOES12  20080827  2255   31.18    79.36   175   11.9  260  77.81  0.87
IR     GOES12  20080827  2255   31.16    77.40   275    3.7  308  78.87  0.53
IR     GOES12  20080827  2255   31.07    77.20   287    5.1  317  76.40  0.63
IR     GOES12  20080827  2255   30.88    76.03   287    4.7  286  60.95  0.76
IR     GOES12  20080827  2255   30.86    69.54   212    7.0  357  67.43  0.77
IR     GOES12  20080827  2255   31.00    69.38   225    7.9  353  67.81  0.71
IR     GOES12  20080827  2255   31.24    68.97   200   13.6  342  69.09  0.80
IR     GOES12  20080827  2255   30.96    68.69   337    8.5  346  68.90  0.78
IR     GOES12  20080827  2255   31.15    67.97   262   13.3  357  54.37  0.99
IR     GOES12  20080827  2255   31.16    67.77   287   13.6  356  54.82  0.98
IR     GOES12  20080827  2255   30.84    67.45   212    8.2  320  50.07  0.60
IR     GOES12  20080827  2255   30.82    65.53   400    5.9  286  82.73  0.61
IR     GOES12  20080827  2255   30.96    65.00   337    7.5  310  60.69  0.62
IR     GOES12  20080827  2255   31.15    64.78   225   16.1  305  63.38  0.62
IR     GOES12  20080827  2255   31.35    64.35   250   16.2  291  57.62  0.64
IR     GOES12  20080827  2255   30.80    63.89   775    8.8  297  81.82  0.67
IR     GOES12  20080827  2255   30.87    62.73   350    8.4  286  72.89  0.67
IR     GOES12  20080827  2255   31.01    62.35   225   18.0  296  54.87  0.88
IR     GOES12  20080827  2255   30.97    62.28   225   18.7  296  52.05  0.85
IR     GOES12  20080827  2255   31.26    61.65   312    8.5  266  58.01  0.71
