id	description	group_id	group	bufrtype_id	bufrtype	subtype_id	subtype	obstype_id	obstype	codetype_id	codetype	sensor_id	sensor	satellite_instrument_id	satellite_instrument	satellite_identifier_id	satellite_identifier	accumulation_length
4014	GOES 14 GEOS Radiances 	5	GEOS	5	SATOB	89	GEOS Radiances	7	SATEM	210	Radiances	22	IMAGER	615	IMAGER	258	GOES 14	-1
4015	GOES 15 GEOS Radiances 	5	GEOS	5	SATOB	89	GEOS Radiances	7	SATEM	210	Radiances	22	IMAGER	615	IMAGER	259	GOES 15	-1
9004	QuickSCAT SeaWind	10	SCATT	12	ERS-SSMI-SCAT	137	QSCAT	9	Scatterometer	301	QSCAT	313	SeaWinds	313	SeaWinds	281	QUIKSCAT	-1
14001	TRMM TMI Radiances All-sky	15	TMI All-sky	3	Satellite Sounding	129	TRMM	16	ALLSKY	215	SSMI/TRMM	9	TMI	365	TMI	282	TRMM	-1
23001	TRMM TMI Radiances	24	TMI	3	Satellite Sounding	129	TRMM	7	SATEM	210	Radiances	9	TMI	365	TMI	282	TRMM	-1
19001	CORIOLIS  WINDSAT All-sky	20	WINDSAT All-sky	3	Satellite Sounding	156	WINDSAT	16	ALLSKY	215	SSMI/TRMM	30	WINDSAT	953	MWHS-2 (or WINDSAT for data from Coriolis satellite)	283	CORIOLIS	-1
13002	DMSP 17 SSMIS Radiances All-sky	14	SSMIS All-sky	3	Satellite Sounding	49	SSMIS	16	ALLSKY	215	SSMI/TRMM	10	SSMIS	908	SSMIS	285	DMSP17	-1
24002	DMSP 17 SSMIS Radiances	25	SSMIS	3	Satellite Sounding	49	SSMIS	7	SATEM	210	Radiances	10	SSMIS	908	SSMIS	285	DMSP17	-1
13003	DMSP 18 SSMIS Radiances All-sky	14	SSMIS All-sky	3	Satellite Sounding	49	SSMIS	16	ALLSKY	215	SSMI/TRMM	10	SSMIS	908	SSMIS	286	DMSP18	-1
24003	DMSP 18 SSMIS Radiances	25	SSMIS	3	Satellite Sounding	49	SSMIS	7	SATEM	210	Radiances	10	SSMIS	908	SSMIS	286	DMSP18	-1
5017	METEOR 3-5 TOMS O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	431	TOMS	431	TOMS	321	METEOR 3-5	-1
5041	METEOR 3-5 TOMS MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	431	TOMS	431	TOMS	321	METEOR 3-5	-1
9006	OceanSat-2 Scatterometer	10	SCATT	12	ERS-SSMI-SCAT	135	OSCAT	9	Scatterometer	302	OSCAT	288	OSCAT	288	SCAT	421	Oceansat-2	-1
42001	SAPHIR All-sky	43	SAPHIR All-sky	3	Satellite Sounding	211	SAPHIR	16	ALLSKY	215	SSMI/TRMM	34	SAPHIR	941	SAPHIR	440	Megha-Tropiques	-1
7017	Megha-Tropiques GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	287	ROSA	287	ROSA	440	Megha-Tropiques	-1
26001	FY-3A MWHS Radiances	27	MWHS	3	Satellite Sounding	154	VASS	7	SATEM	210	Radiances	41	MWHS	936	MWHS	520	FY-3A	-1
27001	FY-3A MWTS Radiances	28	MWTS	3	Satellite Sounding	154	VASS	7	SATEM	210	Radiances	40	MWTS	934	MWAS	520	FY-3A	-1
28001	FY-3A MWRI  Radiances All-sky	29	MWRI All-sky	3	Satellite Sounding	153	Micro Wave Radiation Imager (MWRI)	16	ALLSKY	215	SSMI/TRMM	43	MWRI	938	MWRI	520	FY-3A	-1
29001	FY-3A IRAS Radiances	30	IRAS	3	Satellite Sounding	154	VASS	7	SATEM	210	Radiances	42	IRAS	933	IRAS	520	FY-3A	-1
29002	FY-3B IRAS Radiances	30	IRAS	3	Satellite Sounding	154	VASS	7	SATEM	210	Radiances	42	IRAS	933	IRAS	521	FY-3B	-1
28002	FY-3B MWRI  Radiances All-sky	29	MWRI All-sky	3	Satellite Sounding	153	Micro Wave Radiation Imager (MWRI)	16	ALLSKY	215	SSMI/TRMM	43	MWRI	938	MWRI	521	FY-3B	-1
27002	FY-3B MWTS Radiances	28	MWTS	3	Satellite Sounding	154	VASS	7	SATEM	210	Radiances	40	MWTS	934	MWAS	521	FY-3B	-1
26002	FY-3B MWHS Radiances	27	MWHS	3	Satellite Sounding	154	VASS	7	SATEM	210	Radiances	41	MWHS	936	MWHS	521	FY-3B	-1
32001	NOAA 2 VTPR1 Radiances	33	VTPR1	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	7	VTPR1	990	VTPR1	702	NOAA 2	-1
33001	NOAA 2 VTPR2 Radiances	34	VTPR2	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	8	VTPR2	991	VTPR2	702	NOAA 2	-1
32002	NOAA 3 VTPR1 Radiances	33	VTPR1	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	7	VTPR1	990	VTPR1	703	NOAA 3	-1
33002	NOAA 3 VTPR2 Radiances	34	VTPR2	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	8	VTPR2	991	VTPR2	703	NOAA 3	-1
32003	NOAA 4 VTPR1 Radiances	33	VTPR1	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	7	VTPR1	990	VTPR1	704	NOAA 4	-1
33003	NOAA 4 VTPR2 Radiances	34	VTPR2	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	8	VTPR2	991	VTPR2	704	NOAA 4	-1
32004	NOAA 5 VTPR1 Radiances	33	VTPR1	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	7	VTPR1	990	VTPR1	705	NOAA 5	-1
33004	NOAA 5 VTPR2 Radiances	34	VTPR2	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	8	VTPR2	991	VTPR2	705	NOAA 5	-1
2	NOAA 6 HIRS Radiances	1	HIRS	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	0	HIRS	605	HIRS/2	706	NOAA 6	-1
30002	NOAA 6 MSU Radiances	31	MSU	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	1	MSU	623	MSU	706	NOAA 6	-1
31002	NOAA 6 SSU Radiances	32	SSU	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	2	SSU	627	SSU	706	NOAA 6	-1
20	NOAA 6 HIRS Radiances	1	HIRS	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	0	HIRS	605	HIRS/2	706	NOAA 6	-1
30013	NOAA 6 MSU TOVS1B Radiances	31	MSU	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	1	MSU	623	MSU	706	NOAA 6	-1
31012	NOAA 6 SSU TOVS1B Radiances	32	SSU	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	2	SSU	627	SSU	706	NOAA 6	-1
3	NOAA 7 HIRS Radiances	1	HIRS	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	0	HIRS	605	HIRS/2	707	NOAA 7	-1
30003	NOAA 7 MSU Radiances	31	MSU	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	1	MSU	623	MSU	707	NOAA 7	-1
31003	NOAA 7 SSU Radiances	32	SSU	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	2	SSU	627	SSU	707	NOAA 7	-1
21	NOAA 7 HIRS Radiances	1	HIRS	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	0	HIRS	605	HIRS/2	707	NOAA 7	-1
30014	NOAA 7 MSU TOVS1B Radiances	31	MSU	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	1	MSU	623	MSU	707	NOAA 7	-1
31013	NOAA 7 SSU TOVS1B Radiances	32	SSU	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	2	SSU	627	SSU	707	NOAA 7	-1
1	TIROS-N HIRS Radiances	1	HIRS	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	0	HIRS	605	HIRS/2	708	TIROS-N	-1
30001	TIROS-N MSU Radiances	31	MSU	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	1	MSU	623	MSU	708	TIROS-N	-1
31001	TIROS-N SSU Radiances	32	SSU	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	2	SSU	627	SSU	708	TIROS-N	-1
22	TIROS-N HIRS Radiances	1	HIRS	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	0	HIRS	605	HIRS/2	708	TIROS-N	-1
30015	TIROS-N MSU TOVS1B Radiances	31	MSU	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	1	MSU	623	MSU	708	TIROS-N	-1
31014	TIROS-N SSU TOVS1B Radiances	32	SSU	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	2	SSU	627	SSU	708	TIROS-N	-1
7003	GRACE A GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	102	GPS	102	CHAMP GPS sounder	722	GRACE A	-1
7014	GRACE B GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	102	GPS	102	CHAMP GPS sounder	723	GRACE B	-1
7004	COSMIC-1 GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	102	GPS	102	CHAMP GPS sounder	740	COSMIC-1	-1
7005	COSMIC-2 GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	102	GPS	102	CHAMP GPS sounder	741	COSMIC-2	-1
7006	COSMIC-3 GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	102	GPS	102	CHAMP GPS sounder	742	COSMIC-3	-1
7007	COSMIC-4 GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	102	GPS	102	CHAMP GPS sounder	743	COSMIC-4	-1
7008	COSMIC-5 GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	102	GPS	102	CHAMP GPS sounder	744	COSMIC-5	-1
7009	COSMIC-6 GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	102	GPS	102	CHAMP GPS sounder	745	COSMIC-6	-1
46001	IRIS Nimbus-3 Radiances	47	IRIS	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	69	IRIS	404	IRIS	763	NIMBUS 3	-1
46002	IRIS Nimbus-4 Radiances	47	IRIS	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	69	IRIS	404	IRIS	764	NIMBUS 4	-1
5070	NIMBUS 4 BUV	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	624	SBUV-2	334	BUV	764	NIMBUS 4	-1
5018	NIMBUS 7 SBUV-2  O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	624	SBUV-2	624	SBUV/2	767	NIMBUS 7	-1
5022	NIMBUS 7 TOMS  O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	431	TOMS	431	TOMS	767	NIMBUS 7	-1
5042	NIMBUS 7 SBUV-2  MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	624	SBUV-2	624	SBUV/2	767	NIMBUS 7	-1
5043	NIMBUS 7 TOMS  MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	431	TOMS	431	TOMS	767	NIMBUS 7	-1
5023	EARTH PROBE TOMS O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	431	TOMS	431	TOMS	782	EARTH PROBE	-1
5044	EARTH PROBE TOMS MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	431	TOMS	431	TOMS	782	EARTH PROBE	-1
5020	TERRA MODIS Aerosol	6	RESAT	3	Satellite Sounding	207	MODIS aerosol	7	SATEM	206	Retrieved Atmospheric Constituents	389	MODIS	389	MODIS	783	TERRA	-1
35001	TERRA MOPITT layer integrated mass density with averaging kernels and a priori profile	36	RESAT Averaging Kernels	3	Satellite Sounding	229	Layer integrated mass density with averaging kernels and a priori profile	7	SATEM	206	Retrieved Atmospheric Constituents	90	MOPITT	90	MOPITT	783	TERRA	-1
1008	AQUA AMSUA Radiances	2	AMSUA	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	3	AMSUA	570	AMSU-A	784	AQUA	-1
22001	AQUA AMSRE Radiances	23	AMSRE	3	Satellite Sounding	59	AMSRE	7	SATEM	210	Radiances	17	AMSRE	479	AMSR-E	784	AQUA	-1
12001	AQUA AIRS Radiances	13	AIRS	3	Satellite Sounding	57	AIRS	7	SATEM	210	Radiances	11	AIRS	420	AIRS	784	AQUA	-1
15001	AQUA AMSRE Radiances All-sky	16	AMSRE All-sky	3	Satellite Sounding	59	AMSRE	16	ALLSKY	215	SSMI/TRMM	17	AMSRE	479	AMSR-E	784	AQUA	-1
21008	AQUA AMSUA Radiances All-sky	22	AMSUA All-sky	3	Satellite Sounding	55	ATOVS	16	ALLSKY	215	SSMI/TRMM	3	AMSUA	570	AMSU-A	784	AQUA	-1
5019	AQUA MODIS Aerosol	6	RESAT	3	Satellite Sounding	207	MODIS aerosol	7	SATEM	206	Retrieved Atmospheric Constituents	389	MODIS	389	MODIS	784	AQUA	-1
5004	AURA MLS O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	387	MLS	387	MLS (EOS-Aura)	785	AURA	-1
5005	AURA OMI O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	394	OMI	394	OMI	785	AURA	-1
35008	AURA OMI layer integrated mass density with averaging kernels	36	RESAT Averaging Kernels	3	Satellite Sounding	209	Layer integrated mass density with averaging kernels	7	SATEM	206	Retrieved Atmospheric Constituents	394	OMI	394	OMI	785	AURA	-1
5028	AURA MLS MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	387	MLS	387	MLS (EOS-Aura)	785	AURA	-1
5029	AURA OMI MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	394	OMI	394	OMI	785	AURA	-1
5048	AURA OMI Layer integrated mass density	6	RESAT	3	Satellite Sounding	208	Layer integrated mass density	7	SATEM	206	Retrieved Atmospheric Constituents	394	OMI	394	OMI	785	AURA	-1
7011	CNOFS GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	102	GPS	102	CHAMP GPS sounder	786	C/NOFS	-1
5066	CALIPSO attenuated aerosol lidar backscatter	6	RESAT	3	Satellite Sounding	221	CALIPSO attenuated aerosol lidar backscatter	7	SATEM	206	Retrieved Atmospheric Constituents	303	CALIOP	303	CALIOP	787	CALIPSO	-1
62001	Calipso CALIOP backscatter	63	Cloud Lidar	3	Satellite Sounding	225	Cloud backscatter	19	Satellite cloud-aerosol lidar-radar	197	Cloud radar and cloud-aerosol lidar	303	CALIOP	303	CALIOP	787	CALIPSO	-1
61001	CloudSat CPR reflectivity	62	Cloud reflectivity	3	Satellite Sounding	226	Cloud reflectivity	19	Satellite cloud-aerosol lidar-radar	197	Cloud radar and cloud-aerosol lidar	309	CPR	309	CPR (Cloudsat)	788	CloudSat	-1
4019	COMS-1 GEOS Radiances 	5	GEOS	5	SATOB	89	GEOS Radiances	7	SATEM	210	Radiances	45	COMS MI	2047	Missing value	810	COMS-1	-1
7012	SAC-C GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	102	GPS	102	CHAMP GPS sounder	820	SAC-C	-1
7018	KOMPSAT-5 GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	103	IGOR	103	IGOR	825	KOMPSAT-5	-1
50001	GPM GMI Radiances All-sky	51	GMI All-sky	3	Satellite Sounding	224	GPM	16	ALLSKY	215	SSMI/TRMM	71	GMI	519	GMI	288	GPM	-1
55001	FY-3C MWTS2 Radiances	56	MWTS2	3	Satellite Sounding	154	VASS	7	SATEM	210	Radiances	72	MWTS2	954	MWTS2	522	FY-3C	-1
28003	FY-3C MWRI Radiances All-sky	29	MWRI All-sky	3	Satellite Sounding	153	Micro Wave Radiation Imager (MWRI)	16	ALLSKY	215	SSMI/TRMM	43	MWRI	938	MWRI	522	FY-3C	-1
57001	FY-3C MWHS2 Radiances All-sky	58	MWHS2 All-sky	3	Satellite Sounding	154	VASS	16	ALLSKY	215	SSMI/TRMM	73	MWHS2	953	MWHS-2 (or WINDSAT for data from Coriolis satellite)	522	FY-3C	-1
29003	FY-3C IRAS Radiances	30	IRAS	3	Satellite Sounding	154	VASS	7	SATEM	210	Radiances	42	IRAS	933	IRAS	522	FY-3C	-1
7016	FY-3C GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	958	GNOS	958	GNOS	522	FY-3C	-1
9008	ISS RapidScat	10	SCATT	12	ERS-SSMI-SCAT	138	RSCAT	9	Scatterometer	302	OSCAT	314	RSCAT	314	RSCAT	801	ISS	-1
9009	HY-2A HSCAT	10	SCATT	12	ERS-SSMI-SCAT	138	RSCAT	9	Scatterometer	302	OSCAT	686	HSCAT	686	HSCAT	502	HY-2a	-1
59001	SMAP	60	SMAP	30	SMOS	204	SMAP	7	SATEM	401	SMAP	432	SMAP	432	SMAP	789	SMAP	-1
13004	DMSP 19 SSMIS Radiances All-sky	14	SSMIS All-sky	3	Satellite Sounding	49	SSMIS	16	ALLSKY	215	SSMI/TRMM	10	SSMIS	908	SSMIS	287	DMSP 19	-1
24004	DMSP 19 SSMIS Radiances	25	SSMIS	3	Satellite Sounding	49	SSMIS	7	SATEM	210	Radiances	10	SSMIS	908	SSMIS	287	DMSP 19	-1
5073	SCISAT-1 ACE-FTS MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	92	ACE-FTS	92	ACE-FTS	812	SCISAT-1	-1
5076	SCISAT-1 ACE-FTS O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	92	ACE-FTS	92	ACE-FTS	812	SCISAT-1	-1
5075	ODIN SMR MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	959	SMR	959	SMR	813	ODIN	-1
5077	ODIN OSIRIS O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	91	OSIRIS	91	OSIRIS	813	ODIN	-1
5078	ODIN SMR O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	959	SMR	959	SMR	813	ODIN	-1
5074	ODIN OSIRIS MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	91	OSIRIS	91	OSIRIS	813	ODIN	-1
5082	Sentinel 3A SLSTR Aerosol	6	RESAT	3	Satellite Sounding	207	MODIS aerosol	7	SATEM	206	Retrieved Atmospheric Constituents	180	SLSTR	180	SLSTR	61	Sentinel 3A	-1
5079	Sentinel 5P TROPOMI O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	152	TROPOMI	152	SW	64	Sentinel 5P	-1
35014	Sentinel 5P TROPOMI layer volumetric mixing ratio with averaging kernels and a priori profile	36	RESAT Averaging Kernels	3	Satellite Sounding	228	Layer volumetric mixing ratio with averaging kernels and a priori profile	7	SATEM	206	Retrieved Atmospheric Constituents	152	TROPOMI	152	SW	64	Sentinel 5P	-1
35015	Sentinel 5P TROPOMI layer integrated mass density with averaging kernels and a priori profile	36	RESAT Averaging Kernels	3	Satellite Sounding	229	Layer integrated mass density with averaging kernels and a priori profile	7	SATEM	206	Retrieved Atmospheric Constituents	152	TROPOMI	152	SW	64	Sentinel 5P	-1
35016	Sentinel 5P TROPOMI layer integrated mass density with averaging kernels	36	RESAT Averaging Kernels	3	Satellite Sounding	209	Layer integrated mass density with averaging kernels	7	SATEM	206	Retrieved Atmospheric Constituents	152	TROPOMI	152	SW	64	Sentinel 5P	-1
5081	Sentinel 5P TROPOMI Layer integrated mass density	6	RESAT	3	Satellite Sounding	208	Layer integrated mass density	7	SATEM	206	Retrieved Atmospheric Constituents	152	TROPOMI	152	SW	64	Sentinel 5P	-1
4025	GOES 16 GEOS Radiances	5	GEOS	5	SATOB	189	GEOS Radiances	7	SATEM	210	Radiances	44	ABI	617	ABI	270	GOES 16	-1
9010	ScatSat-1 SCAT	10	SCATT	12	ERS-SSMI-SCAT	138	RSCAT	9	Scatterometer	302	OSCAT	288	OSCAT	288	SCAT	422	ScatSat-1	-1
34002	NOAA 20 ATMS Radiances	35	ATMS	21	Radiances    (Satellite Measured) 	201	ATMS	7	SATEM	210	Radiances	19	ATMS	621	ATMS	225	NOAA 20	-1
49002	NOAA 20 ATMS Radiances All-sky	50	ATMS All-sky	21	Radiances    (Satellite Measured) 	201	ATMS	16	ALLSKY	215	SSMI/TRMM	19	ATMS	621	ATMS	225	NOAA 20	-1
36002	NOAA 20 CRIS Radiances	37	CRIS	21	Radiances    (Satellite Measured) 	202	CRIS	7	SATEM	210	Radiances	27	CRIS	620	CrIRS/NP	225	NOAA 20	-1
5084	NOAA 20 OMPS O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	947	OMPS	947	OMPS	225	NOAA 20	-1
5090	NOAA 20 VIIRS aerosol optical depth	6	RESAT	3	Satellite Sounding	207	MODIS aerosol	7	SATEM	206	Retrieved Atmospheric Constituents	616	VIIRS	616	VIIRS	225	NOAA 20	-1
9012	OceanSat-3 Scatterometer	10	SCATT	12	ERS-SSMI-SCAT	138	RSCAT	9	Scatterometer	302	OSCAT	288	OSCAT	288	SCAT	423	Oceansat-3	-1
9013	HY-2B HSCAT	10	SCATT	12	ERS-SSMI-SCAT	138	RSCAT	9	Scatterometer	302	OSCAT	686	HSCAT	686	HSCAT	503	Hai Yang 2B (HY - 2B, SOA/NSOAS China)	-1
9014	CFOSAT Scatterometer	10	SCATT	12	ERS-SSMI-SCAT	166	FSCAT	9	Scatterometer	303	FSCAT	943	FSCAT	943	FSCAT	802	CFOSAT	-1
5083	Sentinel 3B SLSTR Aerosol	6	RESAT	3	Satellite Sounding	207	MODIS aerosol	7	SATEM	206	Retrieved Atmospheric Constituents	180	SLSTR	180	SLSTR	65	Sentinel 3B	-1
7024	COSMIC2 E1 GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	104	Tri-G	104	Tri-G	750	COSMIC-2 E1	-1
7025	COSMIC2 E2 GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	104	Tri-G	104	Tri-G	751	COSMIC-2 E2	-1
7026	COSMIC2 E3 GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	104	Tri-G	104	Tri-G	752	COSMIC-2 E3	-1
7027	COSMIC2 E4 GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	104	Tri-G	104	Tri-G	753	COSMIC-2 E4	-1
7028	COSMIC2 E5 GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	104	Tri-G	104	Tri-G	754	COSMIC-2 E5	-1
7029	COSMIC2 E6 GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	104	Tri-G	104	Tri-G	755	COSMIC-2 E6	-1
55002	FY-3D MWTS2 Radiances	56	MWTS2	3	Satellite Sounding	154	VASS	7	SATEM	210	Radiances	72	MWTS2	954	MWTS2	523	FY-3D	-1
57002	FY-3D MWHS2 Radiances All-sky	58	MWHS2 All-sky	3	Satellite Sounding	154	VASS	16	ALLSKY	215	SSMI/TRMM	73	MWHS2	953	MWHS-2 (or WINDSAT for data from Coriolis satellite)	523	FY-3D	-1
28004	FY-3D MWRI Radiances All-sky	29	MWRI All-sky	3	Satellite Sounding	153	Micro Wave Radiation Imager (MWRI)	16	ALLSKY	215	SSMI/TRMM	43	MWRI	938	MWRI	523	FY-3D	-1
7022	FY-3D GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	958	GNOS	958	GNOS	523	FY-3D	-1
7020	GRACE C GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	104	Tri-G	104	Tri-G	803	GRACE C	-1
7021	GRACE D GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	104	Tri-G	104	Tri-G	804	GRACE D	-1
4026	GOES 17 GEOS Radiances	5	GEOS	5	SATOB	189	GEOS Radiances	7	SATEM	210	Radiances	44	ABI	617	ABI	271	GOES 17	-1
7030	SPIRE Lemur 3U GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	530	SGNOS-A	530	SGNOS-A	269	Spire Lemur 3U CubeSat	-1
7031	Sentinel 6A GPSRO	8	GPSRO	3	Satellite Sounding	250	GPS Radio Occultation	10	Limb	250	GPS Radio Occultation	104	Tri-G	104	Tri-G	66	Sentinel 6A	-1
9015	HY-2C HSCAT	10	SCATT	12	ERS-SSMI-SCAT	138	RSCAT	9	Scatterometer	302	OSCAT	686	HSCAT	686	HSCAT	504	Hai Yang 2C (HY-2C, SOA/NSOAS China)	-1
37004	ERS 1 RALT WAVE	38	WAVE integrated Parameters	12	ERS-SSMI-SCAT	123	RADAR ALTIMETER	12	WAVE	123	RALT	-1	-1	-1	-1	1	ERS 1	-1
37005	ERS 2 RALT WAVE	38	WAVE integrated Parameters	12	ERS-SSMI-SCAT	123	RADAR ALTIMETER	12	WAVE	123	RALT	-1	-1	-1	-1	2	ERS 2	-1
8030	METOP-B AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	3	METOP-1 (Metop-B)	-1
8027	METOP-A AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	4	METOP-2 (Metop-A)	-1
8059	METOP-C AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	5	METOP-3 (Metop-C)	-1
